1050,600239,云南城投
1051,600238,海南椰岛
1052,600237,铜峰电子
1053,600236,桂冠电力
1054,600235,民丰特纸
1055,600233,圆通速递
1056,600232,金鹰股份
1057,600231,凌钢股份
1058,600229,城市传媒
1059,600227,赤天化
1060,600226,瀚叶股份
1061,600223,鲁商置业
1062,600222,太龙药业
1063,600221,海航控股
1064,600220,江苏阳光
1065,600219,南山铝业
1066,600218,全柴动力
1067,600217,中再资环
1068,600216,XD浙江医
1069,600215,长春经开
1070,600213,亚星客车
1071,600211,西藏药业
1072,600210,紫江企业
1073,600209,罗顿发展
1074,600208,新湖中宝
1075,600207,安彩高科
1076,600206,有研新材
1077,600203,福日电子
1078,600202,哈空调
1079,600201,生物股份
1080,600200,江苏吴中
1081,600199,金种子酒
1082,600198,大唐电信
1083,600197,伊力特
1084,600196,复星医药
1085,600195,中牧股份
1086,600193,创兴资源
1087,600192,长城电工
1088,600191,华资实业
1089,600190,锦州港
1090,600189,吉林森工
1091,600188,兖州煤业
1092,600187,国中水务
1093,600186,莲花健康
1094,600185,格力地产
1095,600184,光电股份
1096,600183,生益科技
1097,600182,S佳通
1098,600180,瑞茂通
1099,600178,东安动力
1100,600177,雅戈尔
1101,600176,中国巨石
1102,600175,美都能源
1103,600173,卧龙地产
1104,600172,黄河旋风
1105,600171,上海贝岭
1106,600170,上海建工
1107,600169,太原重工
1108,600168,武汉控股
1109,600167,联美控股
1110,600166,福田汽车
1111,600165,新日恒力
1112,600163,中闽能源
1113,600162,香江控股
1114,600161,天坛生物
1115,600160,巨化股份
1116,600159,大龙地产
1117,600158,中体产业
1118,600157,永泰能源
1119,600156,华升股份
1120,600155,宝硕股份
1121,600153,建发股份
1122,600152,维科精华
1123,600151,航天机电
1124,600150,中国船舶
1125,600148,长春一东
1126,600146,商赢环球
1127,600143,金发科技
1128,600141,兴发集团
1129,600139,西部资源
1130,600138,中青旅
1131,600137,浪莎股份
1132,600136,当代明诚
1133,600135,乐凯胶片
1134,600133,东湖高新
1135,600132,重庆啤酒
1136,600131,岷江水电
1137,600130,波导股份
1138,600129,太极集团
1139,600128,弘业股份
1140,600127,金健米业
1141,600126,杭钢股份
1142,600125,铁龙物流
1143,600123,兰花科创
1144,600122,宏图高科
1145,600120,浙江东方
1146,600119,长江投资
1147,600118,中国卫星
1148,600117,西宁特钢
1149,600116,三峡水利
1150,600115,东方航空
1151,600114,东睦股份
1152,600113,浙江东日
1153,600111,北方稀土
1154,600110,诺德股份
1155,600109,国金证券
1156,600108,亚盛集团
1157,600107,美尔雅
1158,600106,重庆路桥
1159,600105,永鼎股份
1160,600104,上汽集团
1161,600103,青山纸业
1162,600101,明星电力
1163,600100,同方股份
1164,600099,XD林海股
1165,600098,广州发展
1166,600097,开创国际
1167,600096,云天化
1168,600095,哈高科
1169,600094,大名城
1170,600093,易见股份
1171,600090,同济堂
1172,600089,特变电工
1173,600088,中视传媒
1174,600086,东方金钰
1175,600085,同仁堂
1176,600084,中葡股份
1177,600083,博信股份
1178,600082,海泰发展
1179,600081,东风科技
1180,600080,金花股份
1181,600079,人福医药
1182,600078,澄星股份
1183,600077,宋都股份
1184,600076,康欣新材
1185,600075,新疆天业
1186,600074,保千里
1187,600073,上海梅林
1188,600072,中船科技
1189,600071,凤凰光学
1190,600070,浙江富润
1191,600069,银鸽投资
1192,600068,葛洲坝
1193,600067,冠城大通
1194,600066,宇通客车
1195,600064,南京高科
1196,600063,皖维高新
1197,600062,华润双鹤
1198,600061,国投安信
1199,600060,海信电器
1200,600059,古越龙山
1201,600058,五矿发展
1202,600057,象屿股份
1203,600056,中国医药
1204,600055,万东医疗
1205,600054,黄山旅游
1206,600053,九鼎投资
1207,600052,浙江广厦
1208,600051,宁波联合
1209,600050,中国联通
1210,600048,保利地产
1211,600039,四川路桥
1212,600038,中直股份
1213,600037,歌华有线
1214,600036,招商银行
1215,600035,楚天高速
1216,600033,福建高速
1217,600031,三一重工
1218,600030,中信证券
1219,600029,南方航空
1220,600028,XD中国石
1221,600027,华电国际
1222,600026,中远海能
1223,600023,浙能电力
1224,600022,山东钢铁
1225,600021,上海电力
1226,600020,中原高速
1227,600019,宝钢股份
1228,600018,上港集团
1229,600017,日照港
1230,600016,民生银行
1231,600015,华夏银行
1232,600012,皖通高速
1233,600011,华能国际
1234,600010,包钢股份
1235,600009,上海机场
1236,600008,首创股份
1237,600007,中国国贸
1238,600006,东风汽车
1239,600004,白云机场
1240,600000,浦发银行
1241,300676,华大基因
1242,300675,N建科院
1243,300673,佩蒂股份
1244,300672,国科微
1245,300671,富满电子
1246,300670,大烨智能
1247,300669,沪宁股份
1248,300668,杰恩设计
1249,300667,必创科技
1250,300666,江丰电子
1251,300665,飞鹿股份
1252,300663,科蓝软件
1253,300662,科锐国际
1254,300661,圣邦股份
1255,300660,江苏雷利
1256,300659,中孚信息
1257,300658,延江股份
1258,300657,弘信电子
1259,300656,民德电子
1260,300655,晶瑞股份
1261,300653,正海生物
1262,300652,雷迪克
1263,300651,金陵体育
